,name,year,selling_price,km_driven,fuel,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
4958,Maruti Swift Dzire,2017,625000,34000,Diesel,Manual,Second ,28,1248,74.02,5
4959,Mahindra XUV500 W6,2014,525000,120000,Diesel,Manual,First ,15,2179,140,7
4960,Tata Tigor 1.2,2018,550000,10000,Petrol,Manual,First ,20,1199,84,5
4961,Mahindra Bolero 2011-2019,2015,550000,80000,Diesel,Manual,Second ,15,2523,62.1,7
4962,Honda City 2017-2020,2006,200000,100000,Petrol,Manual,Second ,17,1497,78,5
4963,Mahindra Xylo D2,2011,350000,120000,Diesel,Manual,First ,13,2489,95,8
4964,Honda City 2017-2020,2006,220000,100000,Petrol,Manual,Second ,17,1497,78,5
4965,Hyundai Grand i10,2016,412000,25000,Petrol,Manual,First ,18,1197,82,5
4966,Maruti Wagon R,2009,126000,52000,Petrol,Manual,Second ,18,1061,67,5
4967,Maruti Swift Dzire,2013,430000,63000,Diesel,Manual,First ,23,1248,74,5
4968,Maruti A-Star Vxi,2009,130000,90000,Petrol,Manual,Second ,19,998,66.1,5
4969,Tata Tiago 1.2,2017,350000,60000,Petrol,Manual,First ,23,1199,84,5
4970,Maruti Alto LX,2011,220000,35000,Petrol,Manual,First ,19,796,46.3,5
4971,Mahindra Bolero DI,2011,380000,80000,Diesel,Manual,First ,13,2523,63,7
4972,Ford Figo Diesel,2010,200000,110000,Diesel,Manual,Second ,20,1399,68,5
4973,Toyota Fortuner 4x4,2015,2000000,20000,Diesel,Manual,First ,12,2982,168.5,7
4974,Ford EcoSport 1.5,2015,610000,90000,Diesel,Manual,First ,22,1498,98.59,5
4975,BMW X1 sDrive20i,2016,2500000,30000,Petrol,Automatic,Second ,15,1998,189,5
4976,Maruti Swift Dzire,2017,620000,61000,Diesel,Manual,First ,26,1248,74,5
4977,Maruti Omni Limited,2013,150000,66000,Petrol,Manual,First ,14,796,37,8
4978,Datsun GO Plus,2018,450000,80000,Petrol,Manual,First ,20,1198,67,7
4979,Hyundai Creta 1.6,2017,1150000,27000,Diesel,Manual,Second ,19,1582,126.2,5
4980,Mahindra KUV 100,2018,500000,60000,Petrol,Manual,First ,18,1198,82,6
4981,Maruti Wagon R,2011,246000,139000,Petrol,Manual,First ,18,998,67.1,5
4982,Maruti Eeco CNG,2017,400000,60000,CNG,Manual,First ,21,1196,61.7,5
4983,Maruti 800 AC,2008,65000,10000,Petrol,Manual,Second ,16,796,37,4
4984,Ford Ecosport 1.5,2016,725000,30000,Diesel,Manual,First ,21,1498,98.96,5
4985,Hyundai Verna 1.6,2014,736000,125000,Diesel,Automatic,First ,22,1582,126.32,5
4986,Maruti Swift Dzire,2018,700000,45000,Diesel,Manual,First ,28,1248,74.02,5
4987,Chevrolet Spark 1.0,2011,150000,30000,Petrol,Manual,First ,18,995,62,5
4988,Maruti Alto LXi,2010,180000,80500,Petrol,Manual,Second ,19,796,46.3,5
4989,Toyota Etios Liva,2014,409999,200000,Diesel,Manual,First ,23,1364,67.04,5
4990,Mahindra Bolero 2011-2019,2013,550000,60000,Diesel,Manual,First ,15,2523,62.1,7
4991,Maruti 800 AC,2004,50000,18000,Petrol,Manual,Second ,16,796,37,4
4992,Maruti Zen D,2006,80000,110000,Diesel,Manual,Second ,20,1527,58,5
4993,Maruti Alto LX,2005,110000,90000,Petrol,Manual,Second ,19,796,46.3,5
4994,Honda City 2017-2020,2006,180000,120000,Petrol,Manual,Second ,17,1497,78,5
4995,Maruti Swift Dzire,2017,605000,127000,Diesel,Manual,First ,28,1248,74.02,5
4996,Maruti Ertiga SHVS,2017,800000,70000,Diesel,Manual,First ,24,1248,88.5,7
4997,Hyundai i20 1.4,2011,350000,116500,Diesel,Manual,First ,23,1396,90,5
4998,Hyundai i20 Sportz,2012,300000,120000,Petrol,Manual,First ,18,1197,82.85,5
4999,Hyundai Verna Xi,2008,160000,100000,Petrol,Manual,Fourth & Above ,13,1599,103.2,5
5000,Ford Figo Diesel,2011,225000,90000,Diesel,Manual,Second ,20,1399,68,5
5001,Audi Q7 3.0,2009,1025000,120000,Diesel,Automatic,Third ,12,2967,241.4,7
5002,Tata Hexa XTA,2017,1300000,40000,Diesel,Automatic,First ,17,2179,153.86,7
5003,Volkswagen Ameo 1.5,2018,560000,18000,Diesel,Manual,First ,21,1498,108.62,5
5004,Maruti Vitara Brezza,2017,650000,70000,Diesel,Manual,First ,24,1248,88.5,5
5005,Mahindra XUV500 W7,2018,1150000,29000,Diesel,Manual,First ,15,2179,152.87,7
5006,Maruti Baleno Delta,2016,480000,65755,Petrol,Manual,First ,21,1197,83.1,5
5007,Ford EcoSport 1.5,2019,960000,2600,Diesel,Manual,First ,23,1498,98.96,5
5008,Mahindra XUV500 AT,2017,1050000,46000,Diesel,Automatic,First ,16,2179,140,7
5009,Hyundai EON Era,2017,310000,15000,Petrol,Manual,Second ,21,814,55.2,5
5010,Maruti Swift Dzire,2014,500000,60000,Diesel,Manual,First ,23,1248,74,5
5011,Maruti Alto K10,2017,350000,15500,Petrol,Automatic,First ,23,998,67.1,5
5012,Honda Amaze S,2015,365000,120000,Diesel,Manual,First ,25,1498,98.6,5
5013,Mitsubishi Lancer 2.0,2008,165000,120000,Diesel,Manual,Third ,14,1998,68,5
5014,Tata Spacio Gold-10/6,2007,100000,120000,Diesel,Manual,Third ,14,2956,63,10
5015,Mahindra Bolero SLX,2007,240000,80000,Diesel,Manual,Second ,13,2523,63,7
5016,Mahindra Marazzo M2,2019,925000,40000,Diesel,Manual,First ,17,1497,121,7
5017,Ford Figo Aspire,2018,590000,15000,Petrol,Manual,First ,18,1196,86.8,5
5018,Tata Aria Pride,2013,525000,110000,Diesel,Manual,Second ,13,2179,138.1,7
5019,Toyota Innova 2.5,2014,720000,80000,Diesel,Manual,Second ,12,2494,100.6,8
5020,Renault Duster 110PS,2017,850000,50000,Diesel,Automatic,First ,19,1461,108.45,5
5021,Mahindra Scorpio VLS,2010,490000,110000,Diesel,Automatic,First ,11,2179,120,8
5022,Honda Amaze S,2013,325000,100000,Diesel,Manual,First ,25,1498,98.6,5
5023,Hyundai Verna CRDi,2019,1200000,20000,Diesel,Automatic,First ,22,1582,126.2,5
5024,Mahindra Bolero 2011-2019,2012,450000,135000,Diesel,Manual,First ,15,2523,62.1,7
5025,Tata Indigo CS,2014,300000,50700,Diesel,Manual,First ,19,1405,69.01,5
5026,Volkswagen Polo Diesel,2013,365000,70000,Diesel,Manual,Second ,22,1199,73.9,5
5027,Mercedes-Benz New C-Class,2007,500000,120000,Petrol,Automatic,First ,11,1796,178,5
5028,Toyota Innova 2.5,2014,900000,112000,Diesel,Manual,Second ,12,2494,100.6,8
5029,Hyundai Grand i10,2018,700000,35000,Diesel,Manual,First ,24,1186,73.97,5
5030,Renault Duster 110PS,2017,880000,50000,Diesel,Manual,First ,19,1461,108.45,5
5031,Toyota Innova 2.5,2014,700000,121000,Diesel,Manual,Third ,12,2494,100.6,7
5032,Mahindra Scorpio 2009-2014,2009,380000,120000,Diesel,Manual,Second ,12,2179,120,7
5033,Toyota Corolla H2,2006,150000,90000,Petrol,Manual,Third ,13,1794,125,5
5034,Maruti Zen Estilo,2014,235000,70000,CNG,Manual,Second ,26,998,67.1,5
5035,Renault KWID 1.0,2018,320000,20000,Petrol,Manual,First ,23,999,67,5
5036,Renault Duster 85PS,2015,550000,60000,Diesel,Manual,First ,20,1461,83.8,5
5037,BMW 5 Series,2016,3200000,40000,Diesel,Automatic,First ,18,1995,190,5
5038,Toyota Innova 2.5,2013,750000,440000,Diesel,Manual,Second ,12,2494,100.6,7
5039,Mahindra TUV 300,2017,645000,60000,Diesel,Manual,First ,18,1493,100,7
5040,Maruti Wagon R,2015,300000,110000,Petrol,Manual,First ,20,998,67.04,5
5041,Hyundai i20 Active,2016,580000,152000,Diesel,Manual,First ,21,1396,88.73,5
5042,Hyundai i20 1.2,2011,220000,220000,Petrol,Manual,Fourth & Above ,17,1197,80,5
5043,Mahindra Bolero 2011-2019,2013,451000,70000,Diesel,Manual,First ,15,2523,62.1,7
5044,Tata Nexon 1.2,2018,850000,50000,Petrol,Manual,First ,17,1198,108.5,5
5045,Maruti Swift Dzire,2011,300000,125000,Diesel,Manual,First ,19,1248,73.9,5
5046,Ford Figo 1.2P,2016,350000,60000,Petrol,Manual,First ,18,1196,86.8,5
5047,Maruti Eeco CNG,2014,300000,90000,CNG,Manual,First ,21,1196,63,5
5048,Maruti Eeco CNG,2017,390000,30000,CNG,Manual,First ,21,1196,63,5
5049,Toyota Innova 2.5,2016,1200000,90000,Diesel,Manual,First ,12,2494,100.6,8
5050,Volkswagen Ameo 1.2,2017,550000,20000,Petrol,Manual,First ,17,1198,73.75,5
5051,Maruti Swift VDI,2012,300000,110000,Diesel,Manual,Third ,22,1248,74,5
5052,Volkswagen Vento Diesel,2012,300000,150000,Diesel,Manual,Second ,20,1598,103.6,5
5053,Hyundai i20 1.4,2012,350000,110000,Diesel,Manual,First ,23,1396,90,5
5054,Hyundai Creta 1.6,2015,880000,120000,Diesel,Manual,Second ,19,1582,126.2,5
5055,Hyundai Accent Executive,2010,160000,120000,CNG,Manual,Second ,13,1495,93.7,5
5056,Tata Sumo GX,2012,250000,80000,Diesel,Manual,Fourth & Above ,15,2956,83.8,7
5057,Hyundai i20 Active,2016,660000,110000,Diesel,Manual,First ,21,1396,88.73,5
5058,Tata Zest Revotron,2015,450000,40000,Petrol,Manual,First ,17,1193,88.7,5
5059,Volkswagen Polo GT,2012,400000,110000,Diesel,Manual,Second ,19,1598,103.6,5
5060,Mahindra Scorpio S7,2019,1300000,20000,Diesel,Manual,First ,16,2179,120,7
5061,Ford Figo Diesel,2013,229999,230000,Diesel,Manual,First ,20,1399,68.1,5
5062,Chevrolet Beat LT,2010,140000,60000,Petrol,Manual,First ,18,1199,79.4,5
5063,Maruti Zen Estilo,2012,195000,35000,Petrol,Manual,Second ,19,998,67.1,5
5064,Hyundai i20 Active,2015,500000,45000,Petrol,Manual,First ,17,1197,81.86,5
5065,Tata Nano Cx,2012,60000,45000,Petrol,Manual,First ,25,624,38,4
5066,Tata Zest Revotron,2016,400000,25000,Petrol,Manual,First ,17,1193,88.7,5
5067,Hyundai i20 Magna,2014,400000,10000,Petrol,Manual,First ,18,1197,81.83,5
5068,Maruti Wagon R,2018,380000,19000,Petrol,Manual,First ,20,998,67.04,5
5069,Maruti Baleno Delta,2019,579000,10000,Petrol,Manual,First ,21,1197,83.1,5
5070,Mahindra KUV 100,2019,400000,25000,Petrol,Manual,First ,18,1198,82,6
5071,Hyundai i10 Magna,2012,270000,30000,Petrol,Manual,First ,20,1197,78.9,5
5072,Mahindra Bolero 2011-2019,2014,500000,90000,Diesel,Manual,First ,15,2523,62.1,7
5073,Tata Tiago 1.2,2017,475000,20000,Petrol,Manual,First ,23,1199,84,5
5074,Nissan Terrano XL,2018,850000,48000,Diesel,Manual,First ,19,1461,83.14,5
5075,Mahindra Scorpio 2006-2009,2009,475000,120000,Diesel,Manual,First ,12,2179,120,7
5076,Maruti Swift Dzire,2012,370000,210000,Diesel,Manual,Second ,19,1248,73.9,5
5077,Hyundai i10 Magna,2010,187000,200400,Petrol,Manual,Second ,19,1086,68.05,5
5078,Hyundai i10 Magna,2008,195000,110000,Petrol,Manual,Second ,20,1197,78.9,5
5079,Tata Safari DICOR,2014,459999,38000,Diesel,Manual,First ,13,2179,138.03,7
5080,Toyota Corolla AE,2004,135000,90000,Petrol,Manual,Second ,13,1794,125,5
5081,Maruti Ertiga SHVS,2017,850000,43000,Diesel,Manual,First ,24,1248,88.5,7
5082,Hyundai Santro Asta,2018,500000,25000,Petrol,Manual,First ,20,1086,68,5
5083,Maruti Wagon R,2016,385000,26000,Petrol,Manual,Second ,20,998,67.04,5
5084,Hyundai Verna CRDi,2006,135000,120000,Diesel,Manual,Second ,16,1493,110,5
5085,Maruti Alto LXi,2008,120000,70000,Petrol,Manual,Third ,19,796,46.3,5
5086,Honda Accord VTi-L,2006,200000,60000,Petrol,Manual,Third ,11,2354,144,5
5087,Tata New Safari,2007,200000,120000,Diesel,Manual,Second ,13,2956,138.1,7
5088,Maruti Ciaz ZXi,2016,700000,20000,Petrol,Manual,First ,20,1373,91.1,5
5089,Tata Indigo CR4,2013,290000,25000,Diesel,Manual,First ,23,1396,70,5
5090,Maruti Swift Dzire,2017,725000,60000,Diesel,Manual,First ,28,1248,74.02,5
5091,Tata Sumo EX,2008,200000,80000,Diesel,Manual,First ,12,1948,68,10
5092,Maruti Omni E,2014,155000,80000,Petrol,Manual,First ,16,796,34.2,8
5093,Honda Amaze S,2019,690000,1303,Petrol,Manual,First ,17,1198,86.7,5
5094,Audi Q5 35TDI,2018,3975000,31800,Diesel,Automatic,First ,17,1968,188,5
5095,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First ,22,2487,214.56,5
5096,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First ,19,1999,177,5
5097,Jeep Wrangler 2016-2019,2017,4100000,17000,Petrol,Automatic,First ,9,3604,280,5
5098,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First ,19,2494,157.7,5
5099,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First ,18,1199,88.7,5
5100,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second ,12,2494,100.6,7
5101,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First ,16,1995,190,5
5102,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First ,16,1995,190,5
5103,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First ,19,1199,88.76,5
5104,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First ,16,1984,150,5
5105,Mercedes-Benz E-Class Exclusive,2019,5200000,17000,Petrol,Automatic,First ,15,1991,194.4,5
5106,Land Rover Discovery,2019,4500000,21000,Diesel,Automatic,First ,12,1999,148.31,7
5107,BMW 5 Series,2018,4000000,10000,Diesel,Automatic,First ,22,1995,187.74,5
5108,Hyundai Venue SX,2019,1125000,3500,Petrol,Automatic,First ,18,998,118.35,5
5109,Audi A4 35,2016,1898999,46000,Diesel,Automatic,First ,18,1968,187.74,5
5110,Honda CR-V 2.4L,2017,1650000,52000,Petrol,Automatic,First ,12,2354,187.4,5
5111,Maruti Swift VXI,2011,280000,20000,Petrol,Manual,Second ,18,1197,85.8,5
5112,Tata Tigor 1.2,2019,450000,25000,Petrol,Manual,First ,20,1199,84,5
5113,Maruti Esteem LX,2006,135000,70000,Petrol,Manual,Second ,15,1298,85,5
5114,Mahindra XUV500 W4,2014,650000,40000,Diesel,Manual,First ,15,2179,140,7
5115,Maruti Baleno Delta,2020,650000,7300,Petrol,Manual,First ,21,1197,81.8,5
5116,Maruti Ciaz 1.3,2018,750000,25000,Diesel,Manual,First ,28,1248,88.5,5
5117,Maruti Alto LXi,2010,150000,100000,Petrol,Manual,First ,19,796,46.3,5
5118,Mahindra KUV 100,2017,500000,35000,Diesel,Manual,First ,25,1198,77,6
5119,Hyundai Verna 1.6,2013,425000,80000,Diesel,Manual,Second ,22,1582,126.32,5
5120,Hyundai i10 Magna,2010,260000,60000,Petrol,Manual,First ,20,1197,78.9,5
5121,Volkswagen Polo 1.5,2014,400000,110000,Diesel,Manual,Second ,20,1498,88.8,5
5122,Hyundai i20 2015-2017,2017,575000,70000,Diesel,Manual,Second ,22,1396,88.73,5
5123,Hyundai Santro Xing,2008,175000,40000,Petrol,Manual,First ,0,1086,62,5
5124,Maruti SX4 Green,2010,250000,90000,CNG,Manual,Second ,21,1586,103.3,5
5125,Volkswagen Polo GT,2012,400000,95000,Diesel,Manual,First ,19,1598,103.6,5
5126,Mahindra Bolero SLX,2011,350000,200000,Diesel,Manual,Second ,13,2523,63,7
5127,Maruti Swift VDI,2015,484999,30000,Diesel,Manual,First ,25,1248,74,5
5128,Maruti Swift VDI,2015,484999,30000,Diesel,Manual,First ,25,1248,74,5
5129,Volkswagen CrossPolo 1.5,2013,350000,70000,Diesel,Manual,Second ,20,1498,88.5,5
5130,Toyota Fortuner 4x2,2014,1400000,80000,Diesel,Automatic,Second ,12,2982,168.7,7
5131,Maruti Swift Dzire,2012,250000,100000,Diesel,Manual,Third ,19,1248,73.9,5
5132,Maruti Swift Dzire,2017,655000,70000,Diesel,Manual,First ,28,1248,74.02,5
5133,Honda Jazz 1.5,2016,500000,30000,Diesel,Manual,First ,27,1498,98.6,5
5134,Chevrolet Beat LS,2016,300000,15000,Petrol,Manual,First ,18,1199,76.8,5
5135,Ford Figo Aspire,2018,650000,21000,Diesel,Manual,First ,25,1498,99,5
5136,Maruti Wagon R,2014,300000,35000,Petrol,Manual,First ,20,1197,81.8,5
5137,Honda Jazz 1.2,2016,475000,25000,Petrol,Manual,First ,18,1199,88.7,5
5138,Tata Tiago 1.2,2017,450000,30000,Petrol,Manual,First ,23,1199,84,5
5139,Maruti Swift Dzire,2019,754000,10000,Diesel,Manual,First ,28,1248,74.02,5
5140,Hyundai i10 Sportz,2013,300000,40000,Petrol,Manual,First ,20,1197,78.9,5
5141,Hyundai EON Magna,2014,250000,25000,Petrol,Manual,First ,21,814,55.2,5
5142,Maruti Swift Dzire,2018,725000,15000,Diesel,Manual,First ,28,1248,74.02,5
5143,Maruti Alto LXi,2008,95000,70000,Petrol,Manual,First ,19,796,46.3,5
5144,Hyundai Santro Sportz,2018,475000,7800,Petrol,Manual,First ,20,1086,68,5
5145,Tata Safari Storme,2014,575000,55000,Diesel,Manual,First ,14,2179,138.1,7
5146,Tata Tiago 1.2,2016,350000,30000,Petrol,Manual,First ,23,1199,84,5
5147,Mahindra Bolero 2011-2019,2013,330000,125000,Diesel,Manual,Second ,15,2523,62.1,7
5148,Maruti Swift VXI,2016,482000,50000,Petrol,Manual,First ,20,1197,81.8,5
5149,Ford EcoSport 1.5,2017,625000,40000,Diesel,Manual,Fourth & Above ,22,1498,98.59,5
5150,Tata Tiago 1.2,2017,380000,30000,Petrol,Manual,First ,23,1199,84,5
5151,Chevrolet Beat LT,2016,310000,30000,Petrol,Manual,First ,18,1199,76.8,5
5152,Maruti Swift Dzire,2009,280000,35000,Petrol,Manual,First ,17,1298,85.8,5
5153,Renault Duster Petrol,2018,900000,30000,Petrol,Automatic,First ,14,1498,104.5,5
5154,Maruti Wagon R,2010,250000,60000,Petrol,Manual,First ,18,1061,67,5
5155,Hyundai Verna 1.6,2017,750000,39000,Petrol,Manual,First ,17,1591,121.3,5
5156,Renault KWID 1.0,2019,420000,15000,Petrol,Manual,First ,23,999,67,5
5157,Honda Amaze S,2019,670000,5000,Petrol,Manual,First ,19,1199,88.76,5
5158,Hyundai i10 Magna,2016,420000,9750,Petrol,Manual,Second ,19,1086,68.05,5
5159,Toyota Innova Crysta,2016,1800000,110000,Diesel,Manual,First ,13,2393,147.8,7
5160,Honda WR-V i-VTEC,2018,900000,35000,Petrol,Manual,First ,17,1199,88.7,5
5161,Mahindra XUV500 W6,2015,1200000,10000,Diesel,Manual,First ,15,2179,140,7
5162,Mahindra Scorpio 2.6,2003,195000,157138,Diesel,Manual,Third ,10,2179,120,7
5163,Hyundai Verna CRDi,2007,185000,120000,Diesel,Manual,Fourth & Above ,16,1493,110,5
5164,Hyundai i10 Magna,2008,185000,110000,Petrol,Manual,Fourth & Above ,19,1086,68.05,5
5165,Mahindra XUV500 W9,2018,1525000,46000,Diesel,Manual,First ,15,2179,152.87,7
5166,Maruti Swift VXI,2006,215000,102000,Petrol,Manual,Third ,16,1298,88.2,5
5167,Maruti Alto 800,2015,210000,50000,Petrol,Manual,Second ,22,796,47.3,5
5168,Toyota Innova Crysta,2016,1700000,110000,Diesel,Manual,Second ,13,2393,147.8,7
5169,Toyota Innova 2.5,2009,530000,285000,Diesel,Manual,Third ,12,2494,102,8
5170,Honda City i,2015,800000,50000,Petrol,Manual,First ,17,1497,117.3,5
5171,Maruti Swift VDI,2014,570000,70000,Diesel,Manual,Second ,25,1248,74,5
5172,Maruti SX4 VDI,2012,350000,120000,Diesel,Manual,Second ,21,1248,88.8,5
5173,Hyundai i20 1.4,2011,350000,93000,Diesel,Manual,Second ,21,1396,90,5
5174,Mahindra Bolero Power,2018,750000,50000,Diesel,Manual,First ,16,1493,70,7
5175,Maruti Eeco 7,2011,160000,100000,Petrol,Manual,Second ,15,1196,73,7
5176,Tata Indigo CS,2010,150000,70000,Diesel,Manual,Third ,15,1405,70,5
5177,Hyundai Grand i10,2019,562000,5000,Petrol,Manual,First ,18,1197,81.86,5
5178,Hyundai i10 Magna,2012,290000,27000,Petrol,Manual,First ,20,1197,78.9,5
5179,Mahindra XUV500 W6,2014,600000,122000,Diesel,Manual,Second ,15,2179,140,7
5180,Hyundai Xcent 1.1,2015,401000,74000,Diesel,Manual,Second ,24,1120,71,5
5181,Maruti Swift Dzire,2019,750000,6500,Petrol,Automatic,First ,21,1197,81.8,5
5182,Mahindra Bolero SLX,2007,240000,80000,Diesel,Manual,Second ,13,2523,63,7
5183,Maruti Alto K10,2012,229999,50000,Petrol,Manual,First ,20,998,67.1,5
5184,Mahindra Bolero 2011-2019,2013,500000,50000,Diesel,Manual,First ,15,2523,62.1,7
5185,Maruti Gypsy King,2010,350000,80000,Petrol,Manual,First ,11,1298,80,8
5186,Datsun RediGO T,2018,217000,25000,Petrol,Manual,First ,22,799,53.64,5
5187,Nissan Sunny XL,2018,670000,35000,Diesel,Manual,First ,22,1461,84.8,5
5188,Maruti Alto K10,2011,225000,30000,Petrol,Manual,First ,20,998,67.1,5
5189,Maruti Vitara Brezza,2020,737000,10000,Petrol,Automatic,First ,18,1462,103.26,5
5190,Maruti Celerio LXI,2014,300000,80000,Petrol,Manual,First ,23,998,67.04,5
5191,Tata Indigo LX,2008,85000,120000,Diesel,Manual,First ,17,1405,70,5
5192,Hyundai Verna Transform,2010,195000,120000,Diesel,Manual,Second ,16,1493,110,5
5193,Honda WR-V i-DTEC,2017,675000,127991,Diesel,Manual,First ,25,1498,98.6,5
5194,Mitsubishi Lancer 2.0,1999,150000,198000,Diesel,Manual,Second ,14,1998,68,5
5195,Tata Indigo eCS,2010,290000,65000,Petrol,Manual,First ,15,1193,64.1,5
5196,Maruti Ciaz 1.3,2018,889000,20000,Diesel,Manual,First ,28,1248,88.5,5
5197,Volkswagen Ameo 1.2,2016,400000,60000,Petrol,Manual,First ,17,1198,73.75,5
5198,Renault KWID RXT,2018,390000,13120,Petrol,Manual,First ,25,799,53.3,5
5199,Jeep Compass 2.0,2017,1550000,87500,Diesel,Manual,First ,17,1956,170,5
5200,Hyundai Verna 1.6,2014,600000,125000,Diesel,Manual,First ,22,1582,126.32,5
5201,Hyundai Elite i20,2018,800000,25000,Petrol,Automatic,First ,17,1197,81.86,5
5202,Maruti Ertiga ZDI,2013,600000,120000,Diesel,Manual,Third ,20,1248,88.8,7
5203,Hyundai Verna 1.6,2015,795000,35000,Petrol,Manual,First ,17,1591,121.3,5
5204,Hyundai i20 Asta,2016,735000,25000,Diesel,Manual,First ,22,1396,88.73,5
5205,Skoda Octavia L,2005,250000,120000,Diesel,Manual,Third ,16,1896,90,5
5206,Renault KWID AMT,2018,400000,25000,Petrol,Automatic,First ,24,999,67,5
5207,Mahindra Xylo D2,2014,395000,140000,Diesel,Manual,First ,14,2489,95,8
5208,Hyundai Accent CRDi,2005,130000,79000,Diesel,Manual,Second ,13,1493,82,5
5209,Renault Lodgy 85PS,2015,600000,125000,Diesel,Manual,First ,21,1461,83.8,8
5210,Hyundai i20 Active,2016,720000,80000,Diesel,Manual,First ,21,1396,88.73,5
5211,Honda City S,2011,450000,110000,Petrol,Manual,Third ,16,1497,116.4,5
5212,Hyundai Verna Transform,2010,220000,80000,Diesel,Manual,Second ,16,1493,110,5
5213,Hyundai Verna 1.6,2014,545000,100000,Diesel,Manual,Second ,22,1582,126.32,5
5214,Volkswagen Vento Diesel,2011,370000,100000,Diesel,Manual,Second ,20,1598,103.6,5
5215,Mahindra Bolero LX,2010,450000,78000,Diesel,Manual,First ,13,2523,63,7
5216,Hyundai i20 Petrol,2018,750000,15000,Petrol,Automatic,First ,17,1197,81.86,5
5217,Mahindra Scorpio S10,2015,1100000,70000,Diesel,Manual,First ,15,2179,120,7
5218,Maruti Baleno Alpha,2019,711000,5000,Petrol,Manual,First ,21,1197,83.1,5
5219,Maruti Alto K10,2016,285000,75000,Petrol,Manual,First ,23,998,67.05,5
5220,Maruti Baleno Alpha,2020,749000,5500,Petrol,Manual,First ,21,1197,81.8,5
5221,Renault Duster 110PS,2016,550000,80000,Diesel,Manual,Second ,19,1461,108.45,5
5222,Maruti Swift Dzire,2010,300000,120000,Diesel,Manual,Second ,19,1248,73.9,5
5223,Maruti Baleno Sigma,2017,625000,70000,Diesel,Manual,First ,27,1248,74,5
5224,Hyundai i20 Active,2017,650000,80000,Petrol,Manual,Second ,17,1197,81.86,5
5225,Hyundai Verna 1.6,2014,575000,120000,Diesel,Manual,Third ,22,1582,126.32,5
5226,Maruti Swift Dzire,2016,631000,75000,Diesel,Manual,Second ,26,1248,74,5
5227,Hyundai Verna Transform,2010,220000,80000,Diesel,Manual,Second ,16,1493,110,5
5228,Tata Tigor 1.2,2017,600000,40000,Petrol,Manual,Second ,20,1199,84,5
5229,Ford Fiesta Diesel,2012,390000,120000,Diesel,Manual,First ,23,1498,88.7,5
5230,Mahindra Scorpio 2.6,2007,375000,110000,Diesel,Manual,Fourth & Above ,12,2609,116.6,8
5231,Hyundai i20 Asta,2010,340000,110000,Diesel,Manual,First ,23,1396,90,5
5232,Tata Tiago 2019-2020,2019,670000,2000,Diesel,Manual,First ,27,1047,69,5
5233,Maruti Swift Dzire,2014,530000,80000,Diesel,Manual,Second ,23,1248,74,5
5234,Maruti Alto K10,2015,350000,38000,Petrol,Automatic,Second ,23,998,67.05,5
5235,Maruti Celerio ZXI,2014,415000,46000,Petrol,Manual,First ,21,998,67.04,5
5236,Maruti Ertiga 1.5,2014,700000,102000,Diesel,Manual,First ,24,1498,93.87,7
5237,BMW X1 sDrive20d,2012,925000,96000,Diesel,Automatic,Second ,19,1998,190,5
5238,Renault KWID 1.0,2017,375000,20000,Petrol,Automatic,First ,22,999,67,5
5239,Maruti Swift Dzire,2015,575000,16000,Petrol,Manual,First ,19,1197,85.8,5
